latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
50.08787,-123.04196,679.0,0,GMT,GMT

time,snowfall_sum (cm),precipitation_sum (mm),temperature_2m_mean (°F)
2008-07-11,0.00,0.00,58.9
2008-07-12,0.00,0.00,62.5
2008-07-13,0.00,0.00,65.9
2008-07-14,0.00,0.00,63.6
2008-07-15,0.00,0.20,62.2
2008-07-16,0.00,0.00,63.7
2008-07-17,0.00,0.00,63.6
2008-07-18,0.00,0.10,60.6
2008-07-19,0.00,0.00,58.9
2008-07-20,0.00,0.00,62.4
2008-07-21,0.00,0.10,64.4
2008-07-22,0.00,0.10,62.6
2008-07-23,0.00,1.60,59.0
2008-07-24,0.00,0.00,60.6
2008-07-25,0.00,0.00,67.2
2008-07-26,0.00,0.10,63.3
2008-07-27,0.00,5.60,60.0
2008-07-28,0.00,0.30,57.9
2008-07-29,0.00,12.00,55.9
2008-07-30,0.00,15.10,50.8
2008-07-31,0.00,4.60,50.2
2008-08-01,0.49,25.50,46.6
2008-08-02,0.00,2.70,52.3
2008-08-03,0.00,0.00,57.1
2008-08-04,0.00,0.00,64.1
2008-08-05,0.00,0.00,67.9
2008-08-06,0.00,0.00,72.5
2008-08-07,0.00,0.00,71.5
2008-08-08,0.00,0.20,68.2
2008-08-09,0.00,12.10,59.6
2008-08-10,0.00,10.20,51.9
2008-08-11,0.00,0.00,54.1
2008-08-12,0.00,0.00,58.6
2008-08-13,0.00,0.00,60.7
2008-08-14,0.00,0.00,69.8
2008-08-15,0.00,0.00,74.5
2008-08-16,0.00,0.00,73.4
2008-08-17,0.00,0.00,73.1
2008-08-18,0.00,4.20,69.7
2008-08-19,0.00,2.40,61.3
2008-08-20,0.00,29.90,56.1
2008-08-21,0.00,26.00,50.3
2008-08-22,0.00,0.00,55.1
2008-08-23,0.00,0.10,61.4
2008-08-24,0.00,19.10,60.1
2008-08-25,0.00,5.20,53.0
2008-08-26,0.00,3.40,50.2
2008-08-27,1.33,24.70,45.8
2008-08-28,0.00,12.70,50.5
2008-08-29,0.00,30.50,53.7
2008-08-30,0.00,2.20,50.4
2008-08-31,0.00,0.20,49.7
2008-09-01,0.00,0.90,50.0
2008-09-02,0.00,0.50,49.8
2008-09-03,0.00,0.00,52.0
2008-09-04,0.00,0.00,54.3
2008-09-05,0.00,0.00,56.9
2008-09-06,0.00,0.00,57.8
2008-09-07,0.00,0.00,60.2
2008-09-08,0.00,0.00,61.1
2008-09-09,0.00,0.00,58.6
2008-09-10,0.00,0.00,58.4
2008-09-11,0.00,0.00,60.3
2008-09-12,0.00,0.00,61.8
2008-09-13,0.00,0.00,59.2
2008-09-14,0.00,0.00,59.8
2008-09-15,0.00,0.00,61.4
2008-09-16,0.00,0.00,63.1
2008-09-17,0.00,0.00,66.2
2008-09-18,0.00,0.00,65.5
2008-09-19,0.00,0.00,60.3
2008-09-20,0.00,5.20,55.5
2008-09-21,0.00,2.70,52.5
2008-09-22,0.00,3.20,49.0
2008-09-23,0.00,0.20,46.2
2008-09-24,0.00,7.10,48.8
2008-09-25,0.07,16.80,46.6
2008-09-26,0.00,0.00,49.3
2008-09-27,0.00,0.20,52.1
2008-09-28,0.00,0.00,51.9
2008-09-29,0.00,0.00,58.8
2008-09-30,0.00,0.00,59.3
2008-10-01,0.00,0.20,62.9
2008-10-02,0.00,9.50,59.9
2008-10-03,0.00,40.30,52.4
2008-10-04,0.00,31.70,51.9
2008-10-05,1.05,25.30,45.5
2008-10-06,0.07,2.80,44.2
2008-10-07,5.04,42.20,41.6
2008-10-08,0.84,3.60,36.8
2008-10-09,0.14,1.60,39.6
2008-10-10,0.00,0.00,38.7
2008-10-11,0.00,0.00,39.4
2008-10-12,0.00,0.00,40.0
2008-10-13,0.00,14.50,43.9
2008-10-14,0.14,2.90,41.1
2008-10-15,0.00,0.00,41.6
2008-10-16,0.63,4.90,38.9
2008-10-17,0.56,42.40,42.6
2008-10-18,0.00,1.30,44.1
2008-10-19,0.00,0.00,41.4
2008-10-20,4.55,14.10,40.8
2008-10-21,0.56,1.80,36.6
2008-10-22,0.00,0.00,41.4
2008-10-23,0.14,0.60,44.0
2008-10-24,0.21,1.50,39.2
2008-10-25,0.42,3.10,41.0
2008-10-26,0.00,0.00,38.8
2008-10-27,0.00,0.00,43.4
2008-10-28,0.00,0.00,47.4
2008-10-29,0.00,1.80,42.7
2008-10-30,0.00,3.80,42.9
2008-10-31,0.00,28.20,46.2
2008-11-01,0.00,5.10,45.9
2008-11-02,2.31,52.70,44.6
2008-11-03,3.92,9.40,37.2
2008-11-04,2.94,6.00,36.9
2008-11-05,0.35,0.60,34.3
2008-11-06,6.79,20.60,33.3
2008-11-07,0.21,8.60,41.1
2008-11-08,0.35,53.00,41.7
2008-11-09,0.35,11.80,41.4
2008-11-10,3.99,16.70,40.8
2008-11-11,11.20,24.20,37.0
2008-11-12,6.09,34.80,38.9
2008-11-13,0.91,5.60,36.1
2008-11-14,0.49,1.00,35.2
2008-11-15,1.47,6.10,36.5
2008-11-16,0.00,0.20,42.6
2008-11-17,0.00,0.00,42.9
2008-11-18,0.00,1.30,44.3
2008-11-19,0.00,0.00,31.2
2008-11-20,6.23,12.90,34.1
2008-11-21,7.91,17.00,34.8
2008-11-22,13.30,22.70,32.4
2008-11-23,0.00,0.00,26.9
2008-11-24,0.00,0.00,26.7
2008-11-25,4.20,9.10,32.5
2008-11-26,0.56,1.00,26.9
2008-11-27,0.00,0.00,27.8
2008-11-28,5.67,16.20,35.0
2008-11-29,1.19,7.80,38.6
2008-11-30,0.00,0.20,40.8
2008-12-01,0.00,0.00,41.3
2008-12-02,0.00,4.90,41.5
2008-12-03,0.00,0.90,32.8
2008-12-04,0.00,0.00,28.2
2008-12-05,0.00,0.00,31.6
2008-12-06,3.01,10.90,34.9
2008-12-07,4.55,10.50,35.6
2008-12-08,0.00,0.20,32.6
2008-12-09,10.99,17.10,32.7
2008-12-10,4.27,7.30,34.7
2008-12-11,0.00,0.00,32.3
2008-12-12,10.50,14.90,30.3
2008-12-13,2.38,3.50,22.0
2008-12-14,1.89,2.50,5.3
2008-12-15,0.00,0.00,-2.1
2008-12-16,0.00,0.00,2.3
2008-12-17,4.06,5.70,13.6
2008-12-18,0.77,1.10,6.5
2008-12-19,0.00,0.00,-4.1
2008-12-20,0.00,0.00,-8.5
2008-12-21,8.82,12.50,4.2
2008-12-22,4.27,5.80,12.0
2008-12-23,0.00,0.00,2.6
2008-12-24,9.66,13.70,15.3
2008-12-25,4.62,6.50,16.7
2008-12-26,4.06,5.60,9.9
2008-12-27,15.05,21.60,25.2
2008-12-28,9.94,14.20,28.3
2008-12-29,27.09,38.70,26.7
2008-12-30,5.04,7.10,24.9
2008-12-31,17.92,25.40,24.8
2009-01-01,9.45,13.30,24.3
2009-01-02,0.56,0.10,22.5
2009-01-03,2.59,3.60,14.0
2009-01-04,8.82,12.60,21.9
2009-01-05,16.52,23.20,25.8
2009-01-06,14.42,20.40,30.3
2009-01-07,13.72,42.00,34.9
2009-01-08,8.68,22.90,36.8
2009-01-09,2.59,3.60,31.0
2009-01-10,22.61,32.30,30.4
2009-01-11,4.41,6.20,32.2
2009-01-12,0.00,0.00,32.3
2009-01-13,0.00,0.00,32.2
2009-01-14,0.00,0.00,27.6
2009-01-15,0.00,0.00,30.8
2009-01-16,0.00,0.00,31.6
2009-01-17,0.00,0.00,31.8
2009-01-18,0.00,0.00,31.9
2009-01-19,0.00,0.00,31.7
2009-01-20,0.00,0.00,29.7
2009-01-21,0.00,0.00,26.0
2009-01-22,0.00,0.00,24.9
2009-01-23,0.00,0.00,17.7
2009-01-24,0.00,0.00,14.4
2009-01-25,0.00,0.00,12.8
2009-01-26,0.00,0.00,10.3
2009-01-27,7.91,11.20,17.0
2009-01-28,1.47,0.50,24.8
2009-01-29,0.98,0.50,26.6
2009-01-30,3.22,5.20,29.4
2009-01-31,4.90,6.20,27.7
2009-02-01,6.65,9.40,25.5
2009-02-02,17.64,25.90,29.6
2009-02-03,0.07,0.10,33.5
2009-02-04,0.00,0.00,39.9
2009-02-05,0.00,0.00,38.3
2009-02-06,2.17,4.40,36.7
2009-02-07,0.00,0.00,30.9
2009-02-08,0.98,1.30,31.2
2009-02-09,6.02,8.10,30.7
2009-02-10,1.40,1.90,23.6
2009-02-11,1.05,1.40,24.3
2009-02-12,0.07,0.00,26.7
2009-02-13,0.00,0.00,24.9
2009-02-14,0.00,0.00,24.3
2009-02-15,0.00,0.00,24.8
2009-02-16,0.00,0.00,22.3
2009-02-17,0.00,0.00,25.1
2009-02-18,0.00,0.00,31.5
2009-02-19,0.00,0.00,27.8
2009-02-20,0.00,0.00,28.8
2009-02-21,0.00,0.00,30.6
2009-02-22,1.61,5.50,34.3
2009-02-23,2.73,5.00,35.8
2009-02-24,7.14,17.40,38.1
2009-02-25,23.17,35.20,32.1
2009-02-26,2.03,2.80,15.2
2009-02-27,0.00,0.00,19.3
2009-02-28,0.00,0.00,23.1
2009-03-01,8.68,20.00,30.5
2009-03-02,8.89,31.30,38.7
2009-03-03,0.98,2.90,36.8
2009-03-04,0.42,1.20,34.2
2009-03-05,1.75,2.40,30.9
2009-03-06,0.00,0.00,21.3
2009-03-07,3.99,5.50,24.2
2009-03-08,0.42,0.40,22.3
2009-03-09,0.77,0.80,18.1
2009-03-10,0.00,0.00,11.8
2009-03-11,0.00,0.00,13.3
2009-03-12,0.00,0.00,22.0
2009-03-13,0.07,0.00,32.7
2009-03-14,14.70,21.20,32.9
2009-03-15,14.49,20.70,29.3
2009-03-16,24.08,34.40,29.4
2009-03-17,13.30,19.10,28.9
2009-03-18,13.02,18.60,29.9
2009-03-19,26.67,43.20,35.4
2009-03-20,16.31,35.00,36.3
2009-03-21,2.66,3.90,31.6
2009-03-22,0.07,0.00,32.8
2009-03-23,2.66,3.30,33.8
2009-03-24,8.89,12.80,32.4
2009-03-25,1.96,2.70,32.6
2009-03-26,0.00,0.00,33.6
2009-03-27,1.33,2.30,33.5
2009-03-28,2.03,2.80,34.3
2009-03-29,0.63,0.60,32.7
2009-03-30,0.84,1.20,33.0
2009-03-31,13.37,19.10,33.3
2009-04-01,3.92,5.50,32.4
2009-04-02,5.11,6.90,32.7
2009-04-03,2.45,3.70,36.6
2009-04-04,0.00,0.00,35.2
2009-04-05,0.00,0.00,39.6
2009-04-06,0.00,0.00,44.2
2009-04-07,0.00,0.00,45.7
2009-04-08,0.00,0.00,46.1
2009-04-09,0.84,1.40,39.9
2009-04-10,0.00,0.10,40.5
2009-04-11,4.97,11.80,39.8
2009-04-12,9.17,22.90,37.8
2009-04-13,9.38,15.80,35.3
2009-04-14,0.14,0.30,35.7
2009-04-15,0.00,0.00,41.1
2009-04-16,0.00,0.00,41.2
2009-04-17,7.56,22.40,39.5
2009-04-18,0.14,0.20,38.2
2009-04-19,3.57,8.60,40.1
2009-04-20,0.00,4.40,41.3
2009-04-21,0.00,0.00,45.5
2009-04-22,0.07,1.10,41.5
2009-04-23,0.49,0.50,37.0
2009-04-24,0.00,0.00,40.2
2009-04-25,0.00,0.10,40.8
2009-04-26,0.00,0.00,42.9
2009-04-27,0.00,0.00,43.5
2009-04-28,0.00,0.00,42.4
2009-04-29,0.00,0.00,44.1
2009-04-30,0.00,0.10,45.4
2009-05-01,0.00,0.00,47.2
2009-05-02,0.00,0.50,48.8
2009-05-03,4.27,16.30,41.7
2009-05-04,0.70,2.40,40.8
2009-05-05,12.88,40.20,40.3
2009-05-06,2.73,8.30,39.1
2009-05-07,7.21,22.50,40.3
2009-05-08,0.00,2.40,41.8
2009-05-09,0.00,0.50,45.2
2009-05-10,0.00,0.00,46.7
2009-05-11,2.38,13.10,43.7
2009-05-12,2.17,7.20,38.7
2009-05-13,0.28,1.20,40.0
2009-05-14,2.87,6.60,40.9
2009-05-15,0.00,0.00,44.3
2009-05-16,0.00,0.10,46.1
2009-05-17,0.00,0.00,49.2
2009-05-18,0.00,2.70,50.3
2009-05-19,3.36,15.20,41.1
2009-05-20,0.49,4.20,41.4
2009-05-21,0.00,0.00,46.2
2009-05-22,0.00,0.00,51.5
2009-05-23,0.00,0.00,53.8
2009-05-24,0.00,0.00,55.4
2009-05-25,0.00,0.00,55.0
2009-05-26,0.00,22.80,49.5
2009-05-27,0.00,0.10,48.0
2009-05-28,0.00,0.00,51.5
2009-05-29,0.00,0.00,59.6
2009-05-30,0.00,0.00,60.1
2009-05-31,0.00,0.00,63.4
2009-06-01,0.00,0.00,60.9
2009-06-02,0.00,0.00,64.6
2009-06-03,0.00,0.00,67.1
2009-06-04,0.00,0.00,70.5
2009-06-05,0.00,0.00,72.2
2009-06-06,0.00,0.00,66.3
2009-06-07,0.00,0.40,60.0
2009-06-08,0.00,0.00,58.0
2009-06-09,0.00,0.50,59.5
2009-06-10,0.00,3.70,60.7
2009-06-11,0.00,1.90,60.1
2009-06-12,0.00,1.10,60.5
2009-06-13,0.00,0.50,62.0
2009-06-14,0.00,0.80,62.3
2009-06-15,0.00,0.00,58.0
2009-06-16,0.00,0.20,55.9
2009-06-17,0.00,2.80,55.9
2009-06-18,0.00,3.20,56.3
2009-06-19,0.00,1.60,54.3
2009-06-20,0.00,6.70,50.7
2009-06-21,0.00,3.40,50.9
2009-06-22,0.00,6.10,50.6
2009-06-23,0.00,0.30,53.0
2009-06-24,0.00,15.90,53.5
2009-06-25,0.00,25.70,50.0
2009-06-26,0.00,1.80,52.2
2009-06-27,0.00,0.10,55.1
2009-06-28,0.00,3.90,52.0
2009-06-29,0.00,0.00,55.3
2009-06-30,0.00,0.00,56.8
2009-07-01,0.00,0.00,61.3
2009-07-02,0.00,0.00,65.9
2009-07-03,0.00,0.00,70.2
2009-07-04,0.00,0.00,70.7
2009-07-05,0.00,0.00,69.6
2009-07-06,0.00,3.60,62.0
2009-07-07,0.00,18.60,49.5
2009-07-08,0.00,7.30,49.8
2009-07-09,0.00,0.00,56.2
2009-07-10,0.00,0.60,61.4
2009-07-11,0.00,0.00,69.3
2009-07-12,0.00,0.30,71.2
2009-07-13,0.00,1.40,61.5
2009-07-14,0.00,0.20,57.9
2009-07-15,0.00,0.00,62.2
2009-07-16,0.00,0.00,66.1
2009-07-17,0.00,0.00,68.8
2009-07-18,0.00,0.40,67.6
2009-07-19,0.00,0.00,62.5
2009-07-20,0.00,0.00,67.2
2009-07-21,0.00,0.00,72.9
2009-07-22,0.00,0.00,71.8
2009-07-23,0.00,0.00,68.6
2009-07-24,0.00,0.00,68.4
2009-07-25,0.00,0.80,75.6
2009-07-26,0.00,0.40,73.9
2009-07-27,0.00,0.00,79.6
2009-07-28,0.00,0.00,82.1
2009-07-29,0.00,0.00,83.3
2009-07-30,0.00,0.50,81.0
2009-07-31,0.00,0.30,78.8
2009-08-01,0.00,0.00,76.8
2009-08-02,0.00,0.00,76.1
2009-08-03,0.00,0.00,74.6
2009-08-04,0.00,0.00,71.6
2009-08-05,0.00,0.00,68.5
2009-08-06,0.00,0.00,68.0
2009-08-07,0.00,0.00,66.5
2009-08-08,0.00,0.30,61.0
2009-08-09,0.00,0.80,60.6
2009-08-10,0.00,19.50,57.2
2009-08-11,0.00,13.50,55.6
2009-08-12,0.00,1.80,57.9
2009-08-13,0.00,8.20,55.2
2009-08-14,0.00,3.70,53.3
2009-08-15,0.00,1.80,56.1
2009-08-16,0.00,0.00,58.9
2009-08-17,0.00,0.00,65.0
2009-08-18,0.00,0.00,67.3
2009-08-19,0.00,0.00,72.0
2009-08-20,0.00,0.00,76.0
2009-08-21,0.00,1.30,63.7
2009-08-22,0.00,0.90,57.5
2009-08-23,0.00,0.00,57.1
2009-08-24,0.00,0.00,57.0
2009-08-25,0.00,2.30,58.0
2009-08-26,0.00,0.00,55.9
2009-08-27,0.00,0.00,63.7
2009-08-28,0.00,0.00,71.4
2009-08-29,0.00,0.00,67.1
2009-08-30,0.00,0.00,67.4
2009-08-31,0.00,0.00,68.3
2009-09-01,0.00,1.30,67.4
2009-09-02,0.00,0.10,63.7
2009-09-03,0.00,22.70,59.7
2009-09-04,0.00,1.50,55.8
2009-09-05,0.00,16.00,58.3
2009-09-06,0.00,40.00,50.2
2009-09-07,0.00,12.20,48.8
2009-09-08,0.00,0.50,51.6
2009-09-09,0.00,31.60,51.8
2009-09-10,0.00,0.60,54.8
2009-09-11,0.00,0.00,63.3
2009-09-12,0.00,0.00,68.6
2009-09-13,0.00,0.00,68.9
2009-09-14,0.00,0.20,64.5
2009-09-15,0.00,0.00,59.3
2009-09-16,0.00,6.40,60.6
2009-09-17,0.00,2.10,53.8
2009-09-18,0.00,4.40,55.3
2009-09-19,0.00,28.40,57.5
2009-09-20,0.00,1.10,50.2
2009-09-21,0.00,0.00,54.9
2009-09-22,0.00,0.00,64.7
2009-09-23,0.00,0.00,68.8
2009-09-24,0.00,0.00,62.3
2009-09-25,0.00,0.00,56.8
2009-09-26,0.00,0.00,55.4
2009-09-27,0.00,0.00,50.5
2009-09-28,0.00,0.10,51.5
2009-09-29,3.85,16.50,41.5
2009-09-30,0.35,2.80,40.9
2009-10-01,0.98,8.30,41.4
2009-10-02,1.47,7.70,41.7
2009-10-03,0.00,1.80,40.8
2009-10-04,0.00,0.00,42.9
2009-10-05,0.00,0.00,44.7
2009-10-06,0.00,0.00,44.2
2009-10-07,0.00,0.00,45.5
2009-10-08,0.00,0.00,46.7
2009-10-09,0.00,0.00,43.7
2009-10-10,0.00,0.00,41.4
2009-10-11,0.00,0.00,37.5
2009-10-12,0.00,0.00,38.3
2009-10-13,2.17,4.80,36.7
2009-10-14,5.60,20.10,37.6
2009-10-15,0.63,11.30,42.9
2009-10-16,0.00,37.20,45.7
2009-10-17,0.00,15.50,47.6
2009-10-18,0.00,18.80,47.7
2009-10-19,0.00,0.20,45.8
2009-10-20,0.00,0.00,46.0
2009-10-21,1.26,18.10,44.2
2009-10-22,0.00,1.80,43.4
2009-10-23,3.15,17.10,40.8
2009-10-24,0.00,0.30,40.7
2009-10-25,3.22,6.80,38.1
2009-10-26,13.09,31.40,37.1
2009-10-27,0.00,0.00,34.6
2009-10-28,0.07,0.50,33.7
2009-10-29,10.71,18.30,33.2
2009-10-30,0.42,18.40,39.2
2009-10-31,1.19,52.20,41.2
2009-11-01,0.21,1.20,35.5
2009-11-02,3.36,7.40,37.6
2009-11-03,0.07,0.20,35.8
2009-11-04,0.00,0.00,37.0
2009-11-05,2.80,30.20,42.6
2009-11-06,11.34,41.90,36.9
2009-11-07,12.88,25.50,32.7
2009-11-08,5.46,11.70,31.6
2009-11-09,19.11,43.70,34.9
2009-11-10,13.37,24.70,34.6
2009-11-11,13.51,22.60,31.3
2009-11-12,0.14,0.20,27.1
2009-11-13,16.66,24.00,30.1
2009-11-14,0.91,1.00,21.5
2009-11-15,27.37,41.30,28.9
2009-11-16,32.27,91.00,36.6
2009-11-17,23.59,47.90,35.7
2009-11-18,14.14,20.40,30.5
2009-11-19,44.52,66.50,31.7
2009-11-20,25.90,60.50,35.8
2009-11-21,6.51,10.80,31.6
2009-11-22,21.21,31.70,32.1
2009-11-23,9.45,16.40,34.5
2009-11-24,2.10,4.40,35.4
2009-11-25,4.06,47.70,38.3
2009-11-26,3.92,23.10,39.1
2009-11-27,0.00,0.00,35.1
2009-11-28,13.79,20.90,33.3
2009-11-29,3.99,17.10,36.7
2009-11-30,5.25,25.50,38.7
2009-12-01,0.00,0.00,30.5
2009-12-02,0.00,0.00,21.2
2009-12-03,0.00,0.00,21.0
2009-12-04,0.00,0.00,24.5
2009-12-05,0.00,0.00,20.4
2009-12-06,0.00,0.00,14.1
2009-12-07,0.00,0.00,8.3
2009-12-08,0.00,0.00,8.1
2009-12-09,0.07,0.00,7.8
2009-12-10,0.00,0.00,7.5
2009-12-11,0.28,0.00,11.6
2009-12-12,0.56,0.10,14.8
2009-12-13,0.98,1.30,15.8
2009-12-14,0.21,0.00,11.6
2009-12-15,11.34,16.50,17.0
2009-12-16,21.84,51.50,28.7
2009-12-17,11.13,23.40,34.6
2009-12-18,5.39,19.50,37.2
2009-12-19,0.14,0.40,37.1
2009-12-20,7.70,25.50,35.2
2009-12-21,14.35,49.90,37.3
2009-12-22,1.89,2.90,30.2
2009-12-23,0.35,0.20,23.9
2009-12-24,0.00,0.00,20.3
2009-12-25,0.00,0.00,17.7
2009-12-26,0.00,0.00,22.1
2009-12-27,0.00,0.00,17.8
2009-12-28,0.00,0.00,15.4
2009-12-29,0.14,0.00,18.7
2009-12-30,2.17,3.00,23.5
2009-12-31,6.16,9.20,29.8
2010-01-01,15.54,36.00,30.5
2010-01-02,7.98,16.70,35.3
2010-01-03,2.24,5.70,36.7
2010-01-04,4.13,11.60,33.8
2010-01-05,0.07,0.40,31.0
2010-01-06,0.00,0.00,20.9
2010-01-07,0.00,0.00,20.9
2010-01-08,2.10,7.10,29.0
2010-01-09,9.73,33.40,37.2
2010-01-10,0.84,8.90,39.8
2010-01-11,17.29,65.90,38.9
2010-01-12,9.24,39.90,39.2
2010-01-13,4.62,17.20,39.0
2010-01-14,11.69,25.10,37.5
2010-01-15,38.85,65.50,36.8
2010-01-16,0.07,0.10,32.6
2010-01-17,10.01,19.80,33.0
2010-01-18,17.85,36.80,35.6
2010-01-19,2.38,7.30,33.5
2010-01-20,5.11,11.10,37.3
2010-01-21,0.91,1.60,36.2
2010-01-22,0.21,0.20,33.2
2010-01-23,0.00,0.00,30.3
2010-01-24,0.28,0.40,28.7
2010-01-25,16.31,26.80,30.6
2010-01-26,4.34,9.10,34.7
2010-01-27,0.07,0.30,34.7
2010-01-28,0.84,2.10,34.6
2010-01-29,0.49,0.60,37.6
2010-01-30,1.89,5.40,39.2
2010-01-31,0.91,2.20,37.8
2010-02-01,0.63,0.50,37.3
2010-02-02,2.24,4.90,36.8
2010-02-03,0.21,0.00,37.1
2010-02-04,0.21,0.30,38.2
2010-02-05,4.06,10.90,37.7
2010-02-06,0.00,0.10,37.1
2010-02-07,0.07,0.00,38.6
2010-02-08,0.00,0.00,37.5
2010-02-09,0.00,0.00,35.6
2010-02-10,1.26,2.50,35.3
2010-02-11,1.89,6.20,35.0
2010-02-12,10.57,27.00,36.9
2010-02-13,6.86,17.50,36.7
2010-02-14,11.48,33.30,37.8
2010-02-15,0.00,0.00,35.4
2010-02-16,7.56,17.20,37.1
2010-02-17,0.07,0.20,35.8
2010-02-18,0.00,0.00,31.3
2010-02-19,0.00,0.00,33.3
2010-02-20,0.00,0.00,34.1
2010-02-21,0.00,0.00,33.5
2010-02-22,0.00,0.00,33.1
2010-02-23,0.77,1.60,34.1
2010-02-24,8.33,13.90,33.4
2010-02-25,12.11,22.50,35.0
2010-02-26,7.49,17.60,35.5
2010-02-27,6.58,20.40,38.2
2010-02-28,0.77,2.80,39.7
2010-03-01,0.00,0.00,39.1
2010-03-02,0.70,4.40,42.7
2010-03-03,1.12,3.60,39.8
2010-03-04,0.00,0.00,38.3
2010-03-05,0.00,0.00,37.8
2010-03-06,0.00,0.00,39.0
2010-03-07,1.47,3.10,38.4
2010-03-08,5.04,8.10,32.8
2010-03-09,0.28,0.40,27.6
2010-03-10,4.27,5.90,28.1
2010-03-11,22.68,32.70,30.4
2010-03-12,11.97,17.70,31.7
2010-03-13,8.61,12.70,31.0
2010-03-14,2.38,3.90,32.5
2010-03-15,7.00,12.10,35.1
2010-03-16,2.52,18.60,42.3
2010-03-17,12.46,22.90,36.7
2010-03-18,0.00,0.00,33.7
2010-03-19,0.00,0.00,36.3
2010-03-20,0.00,0.00,37.3
2010-03-21,9.31,24.40,40.2
2010-03-22,3.85,8.50,37.2
2010-03-23,0.00,0.00,37.8
2010-03-24,0.00,0.00,41.1
2010-03-25,1.47,5.40,44.0
2010-03-26,1.47,5.90,39.0
2010-03-27,0.56,1.60,38.1
2010-03-28,9.38,21.70,40.8
2010-03-29,34.37,56.50,37.0
2010-03-30,10.29,15.80,34.3
2010-03-31,1.54,2.00,34.1
2010-04-01,2.66,4.30,33.6
2010-04-02,24.01,35.20,34.1
2010-04-03,25.48,37.50,34.7
2010-04-04,2.52,3.50,31.9
2010-04-05,4.97,8.60,37.5
2010-04-06,3.99,7.50,36.3
2010-04-07,12.67,20.60,35.2
2010-04-08,23.66,36.10,34.4
2010-04-09,4.55,6.70,30.1
2010-04-10,0.00,0.00,29.2
2010-04-11,0.00,0.00,34.5
2010-04-12,0.00,0.00,39.8
2010-04-13,1.33,3.00,43.3
2010-04-14,0.00,0.00,43.6
2010-04-15,0.00,0.40,47.8
2010-04-16,0.00,0.80,46.2
2010-04-17,0.42,6.80,46.5
2010-04-18,0.07,3.80,43.1
2010-04-19,0.00,0.00,48.7
2010-04-20,0.00,5.60,50.4
2010-04-21,0.63,7.40,42.0
2010-04-22,0.00,0.00,40.3
2010-04-23,0.07,0.30,39.7
2010-04-24,10.50,19.20,36.9
2010-04-25,0.49,1.60,38.5
2010-04-26,0.00,0.60,42.5
2010-04-27,11.83,40.90,40.4
2010-04-28,2.03,6.50,39.4
2010-04-29,0.00,0.00,40.4
2010-04-30,0.00,0.40,42.1
2010-05-01,1.82,4.60,40.4
2010-05-02,1.12,3.70,40.0
2010-05-03,21.98,36.70,37.4
2010-05-04,0.91,1.20,35.8
2010-05-05,0.98,1.60,37.3
2010-05-06,0.00,1.30,41.0
2010-05-07,0.07,0.70,42.3
2010-05-08,0.00,0.00,43.3
2010-05-09,0.00,0.00,43.8
2010-05-10,0.00,0.00,45.3
2010-05-11,0.00,0.00,47.5
2010-05-12,0.00,0.00,46.7
2010-05-13,0.00,0.00,45.0
2010-05-14,0.00,0.00,50.0
2010-05-15,0.00,0.00,50.9
2010-05-16,0.00,0.00,53.5
2010-05-17,0.00,0.00,53.1
2010-05-18,0.00,5.90,52.1
2010-05-19,0.14,5.20,45.4
2010-05-20,8.61,34.50,40.8
2010-05-21,0.35,3.50,37.8
2010-05-22,0.42,2.60,40.8
2010-05-23,0.35,4.30,41.5
2010-05-24,0.00,2.40,43.0
2010-05-25,0.00,4.40,46.4
2010-05-26,0.00,8.30,48.3
2010-05-27,0.00,4.00,49.5
2010-05-28,0.00,15.20,51.5
2010-05-29,0.00,6.90,46.7
2010-05-30,0.00,1.80,46.1
2010-05-31,0.00,10.30,48.3
2010-06-01,0.00,6.00,48.2
2010-06-02,0.00,36.20,46.9
2010-06-03,0.84,9.40,43.2
2010-06-04,0.00,3.30,46.6
2010-06-05,0.00,2.70,47.1
2010-06-06,0.00,0.50,52.1
2010-06-07,0.00,8.50,49.8
2010-06-08,0.00,1.70,50.8
2010-06-09,0.14,10.40,51.5
2010-06-10,0.00,3.90,48.1
2010-06-11,0.00,1.50,50.9
2010-06-12,0.00,0.00,53.1
2010-06-13,0.00,1.30,56.4
2010-06-14,0.00,0.70,50.8
2010-06-15,1.12,8.00,46.6
2010-06-16,0.00,1.90,51.1
2010-06-17,0.00,1.60,51.0
2010-06-18,0.00,2.50,53.4
2010-06-19,0.00,4.30,56.7
2010-06-20,0.00,2.40,55.9
2010-06-21,0.00,1.00,53.2
2010-06-22,0.00,0.00,55.0
2010-06-23,0.00,0.40,59.2
2010-06-24,0.00,8.30,57.1
2010-06-25,0.00,0.60,55.8
2010-06-26,0.00,0.00,54.1
2010-06-27,0.00,1.40,51.8
2010-06-28,0.00,3.10,51.6
2010-06-29,0.00,3.30,49.7
2010-06-30,1.05,4.60,45.5
2010-07-01,0.00,1.90,48.7
2010-07-02,0.00,0.70,48.9
2010-07-03,0.00,0.20,52.0
2010-07-04,0.00,1.90,50.9
2010-07-05,0.00,0.30,54.1
2010-07-06,0.00,0.00,61.9
2010-07-07,0.00,0.00,70.5
2010-07-08,0.00,0.00,75.2
2010-07-09,0.00,0.30,72.3
2010-07-10,0.00,0.00,71.2
2010-07-11,0.00,0.00,66.8
